Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Population,Revenue_Per_Month,Charge_Evolution,Refund_Rate,Has_Been_Refunded,Billing_Complexity,Services_Count,Streaming_Count,Security_Score,Full_Protection_Score,Support_Profile,Service_Diversity_Score,Referral_Rate,Heavy_Internet_User,Internet_Value,Contract_Encoded,Engagement_Score,Contract_Risk,Contract_Tenure_Mismatch,Locked_Value,Tenure_Segment,Vulnerable_Senior,Family_Profile,Digital_Profile,High_Value_At_Risk,NPS_Label
Male,35,No,No,No,No,0,Beale Afb,No,0,17,No Offer,Yes,27.66,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.15,343.45,28.63,0,470.22,785.04,3,No,5654,46.178823529411765,-27.028823529411767,0.0364694792622032,1,2,0,0,0,0,0,0,0.0,0,0.0,2,34,0,0,0,1,0,0,0,0,0
Male,61,No,No,Yes,Yes,6,Concord,Yes,2,7,No Offer,No,0.0,No,Yes,Cable,30,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.5,279.25,0.0,0,0.0,279.25,1,Yes,39888,39.892857142857146,-5.392857142857146,0.0,0,0,3,0,2,2,0,3,0.2857142857142857,1,60.0,0,0,1,0,0,0,0,1,1,0,0
Female,69,No,Yes,No,No,0,Stockton,No,0,1,No Offer,Yes,22.34,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,70.2,0.0,0,22.34,92.54,5,No,30476,92.54,-22.340000000000003,0.0,0,1,1,0,0,0,0,1,0.0,0,36.0,0,0,1,0,0,0,1,0,1,0,2
Female,57,No,No,Yes,No,0,The Sea Ranch,Yes,3,20,No Offer,Yes,28.79,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.85,2239.65,0.0,0,575.8,2815.45,2,Yes,752,140.77249999999998,-34.922499999999985,0.0,0,1,7,3,2,2,0,7,0.15,0,48.0,0,0,0,0,0,1,0,0,1,0,0
Male,27,Yes,No,Yes,No,0,West Hollywood,Yes,2,57,No Offer,No,0.0,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,57.5,3265.95,0.0,150,0.0,3415.95,4,No,20408,59.92894736842105,-2.428947368421049,0.0,0,1,6,3,3,3,1,6,0.03508771929824561,1,69.0,2,114,0,0,12,3,0,0,1,0,1
Female,32,No,No,Yes,No,0,Encino,No,0,20,Offer D,Yes,28.57,No,Yes,Fiber Optic,15,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,0.0,0,571.4,2473.05,3,No,27614,123.6525,-27.102500000000006,0.0,0,1,5,1,3,3,0,5,0.0,0,45.0,0,0,0,0,0,1,0,0,1,0,0
Female,62,No,No,No,No,0,Platina,No,0,1,Offer E,Yes,12.4,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,0.0,0,12.4,81.05000000000001,2,Yes,215,81.05000000000001,-12.400000000000006,0.0,0,1,1,0,0,0,0,1,0.0,1,84.0,0,0,1,0,0,0,0,0,0,0,0
Male,77,No,Yes,Yes,No,0,North San Juan,Yes,5,64,No Offer,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,5017.7,0.0,0,951.68,5969.38,3,No,565,93.2715625,-12.971562500000005,0.0,0,1,3,0,2,2,0,3,0.078125,0,48.0,1,64,0,0,3,3,1,0,0,0,0
Male,37,No,No,Yes,No,0,Byron,No,0,29,No Offer,Yes,28.37,Yes,Yes,Fiber Optic,12,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,2467.1,0.0,0,822.73,3289.83,1,Yes,10153,113.44241379310344,-28.992413793103438,0.0,0,1,4,0,2,2,0,4,0.0,0,36.0,0,0,0,1,0,2,0,0,1,0,0
Female,25,Yes,No,Yes,No,0,Carpinteria,Yes,6,72,Offer A,Yes,24.85,Yes,Yes,Fiber Optic,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.65,8124.2,0.0,0,1789.2,9913.4,3,No,17409,137.6861111111111,-24.036111111111097,0.0,0,1,9,3,4,4,1,9,0.08333333333333333,1,141.0,2,144,0,0,18,3,0,0,0,0,0
Female,70,No,Yes,No,No,0,Fremont,No,0,26,No Offer,Yes,19.21,No,Yes,Fiber Optic,15,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,78.8,2006.1,0.0,0,499.46000000000004,2505.56,3,No,56126,96.36769230769231,-17.56769230769231,0.0,0,1,3,2,0,0,0,3,0.0,0,45.0,0,0,0,1,0,2,1,0,1,0,0
Male,34,No,No,No,No,0,Watsonville,No,0,1,No Offer,No,0.0,No,Yes,DSL,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,45.3,45.3,0.0,0,0.0,45.3,1,Yes,81141,45.3,0.0,0.0,0,0,4,3,0,0,0,4,0.0,0,18.0,0,0,1,0,0,0,0,0,0,0,0
Male,51,No,No,Yes,No,0,Los Molinos,Yes,1,70,Offer A,Yes,17.17,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.65,7968.85,0.0,10,1201.9,9180.75,2,Yes,3756,131.15357142857144,-15.503571428571433,0.0,0,2,8,3,4,4,1,8,0.014285714285714285,0,60.0,1,70,0,0,8,3,0,0,0,0,0
Female,61,No,No,Yes,Yes,3,Salyer,Yes,2,33,No Offer,Yes,24.27,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,670.35,0.0,0,800.91,1471.26,3,No,660,44.583636363636366,-24.483636363636364,0.0,0,1,0,0,0,0,0,0,0.06060606060606061,0,0.0,2,66,0,0,0,2,0,1,0,0,0
Male,26,Yes,No,No,No,0,Phelan,No,0,1,No Offer,Yes,30.09,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,20.45,0.0,0,30.09,50.54,4,No,12463,50.54,-30.09,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1
Female,62,No,No,Yes,No,0,Lake Isabella,Yes,2,72,Offer A,Yes,1.72,Yes,Yes,Cable,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.25,6688.95,0.0,0,123.84,6812.79,3,No,5564,94.62208333333334,-1.372083333333336,0.0,0,1,9,3,4,4,1,9,0.027777777777777776,0,14.0,2,144,0,0,18,3,0,0,1,0,0
Male,57,No,No,Yes,No,0,Meridian,Yes,1,14,Offer D,Yes,44.95,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,44.6,641.25,0.0,0,629.3000000000001,1270.5500000000002,3,No,776,90.75357142857145,-46.153571428571446,0.0,0,1,1,0,0,0,0,1,0.07142857142857142,0,19.0,1,14,0,0,1,1,0,0,0,0,0
Female,32,No,No,Yes,Yes,1,Elverta,Yes,1,22,No Offer,Yes,5.26,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.15,1206.05,0.0,30,115.72,1351.77,2,Yes,6197,61.44409090909091,-6.294090909090912,0.0,0,2,2,0,2,2,0,2,0.045454545454545456,0,19.0,0,0,0,0,0,1,0,1,0,0,0
Female,41,No,No,No,No,0,Bass Lake,No,0,1,No Offer,Yes,34.04,No,Yes,DSL,23,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.2,52.2,0.0,0,34.04,86.24000000000001,1,Yes,613,86.24000000000001,-34.040000000000006,0.0,0,1,2,0,1,1,0,2,0.0,0,23.0,0,0,1,0,0,0,0,0,1,0,0
Male,72,No,Yes,Yes,No,0,San Diego,Yes,1,33,No Offer,Yes,27.78,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3105.55,0.0,0,916.74,4022.29,3,Yes,47224,121.88757575757576,-27.38757575757576,0.0,0,1,4,2,0,0,0,4,0.030303030303030304,0,24.0,0,0,0,1,0,2,1,0,1,0,0
Male,53,No,No,No,No,0,Foresthill,No,0,23,No Offer,Yes,48.21,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.3,2192.9,0.0,0,1108.83,3301.73,3,No,5714,143.55347826086955,-48.25347826086956,0.0,0,1,5,3,1,1,0,5,0.0,0,69.0,0,0,0,0,0,1,0,0,0,0,0
Male,48,No,No,No,No,0,West Point,No,0,15,No Offer,Yes,7.96,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.35,378.6,0.0,0,119.4,498.0,3,No,2198,33.2,-6.850000000000001,0.0,0,1,1,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
Female,29,Yes,No,No,No,0,Manteca,No,0,36,No Offer,Yes,44.7,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,89.65,3348.1,0.0,0,1609.2,4957.3,3,No,19867,137.70277777777778,-48.05277777777778,0.0,0,1,8,3,3,3,1,8,0.0,1,59.0,1,36,0,0,8,2,0,0,0,0,0
Female,66,No,Yes,No,No,0,Vallejo,No,0,37,No Offer,Yes,3.3,Yes,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,3580.3,0.0,0,122.1,3702.4,2,Yes,37218,100.06486486486487,-3.514864864864876,0.0,0,1,4,2,0,0,0,4,0.0,0,6.0,0,0,0,1,0,2,1,0,1,0,0
Male,46,No,No,No,No,0,Stockton,No,0,29,Offer C,No,0.0,No,Yes,DSL,8,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Mailed Check,35.6,1072.6,0.0,0,0.0,1072.6,4,No,6951,36.98620689655172,-1.3862068965517196,0.0,0,0,3,0,2,2,0,3,0.0,0,8.0,1,29,0,0,3,2,0,0,0,0,1
Female,22,Yes,No,No,No,0,Yountville,No,0,23,No Offer,Yes,15.18,No,Yes,Fiber Optic,46,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.1,1783.75,0.0,0,349.14,2132.89,5,No,2873,92.73434782608695,-13.634347826086952,0.0,0,1,3,0,2,2,0,3,0.0,1,138.0,0,0,0,0,0,1,0,0,0,0,2
Female,53,No,No,Yes,No,0,Needles,No,0,72,Offer A,No,0.0,No,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528.0,0.0,0,0.0,4528.0,4,No,5488,62.888888888888886,1.5611111111111171,0.0,0,0,8,3,4,4,1,8,0.0,0,6.0,2,144,0,0,16,3,0,0,0,0,1
Female,41,No,No,Yes,Yes,1,Durham,Yes,6,52,No Offer,Yes,31.09,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15,4993.4,0.0,0,1616.68,6610.08,4,No,3524,127.11692307692307,-28.966923076923067,0.0,0,1,7,2,3,3,0,7,0.11538461538461539,1,84.0,0,0,0,1,0,3,0,1,0,0,1
Male,37,No,No,No,No,0,Reedley,No,0,47,No Offer,Yes,16.64,Yes,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.1,4889.3,0.0,0,782.08,5671.38,4,No,25923,120.66765957446809,-17.567659574468095,0.0,0,1,7,3,2,2,0,7,0.0,0,24.0,1,47,0,0,7,2,0,0,1,0,1
Male,28,Yes,No,No,No,0,Dutch Flat,No,0,4,Offer E,Yes,26.16,Yes,Yes,Fiber Optic,85,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,1.48,0,104.64,467.71,2,Yes,350,116.9275,-15.227499999999992,0.0031643539800303606,1,2,6,3,1,1,0,6,0.0,1,255.0,0,0,1,0,0,0,0,0,1,0,0
Male,61,No,No,No,No,0,Knights Landing,No,0,23,Offer D,Yes,8.5,Yes,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.9,2085.45,0.0,0,195.5,2280.95,4,No,1793,99.17173913043477,-2.271739130434767,0.0,0,1,5,1,2,2,1,5,0.0,0,18.0,0,0,0,0,0,1,0,0,0,0,1
Female,51,No,No,Yes,No,0,Sacramento,Yes,1,32,No Offer,Yes,46.92,Yes,Yes,Fiber Optic,9,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.05,2954.5,0.0,70,1501.44,4525.9400000000005,1,Yes,30715,141.43562500000002,-50.38562500000002,0.0,0,2,4,2,1,1,0,4,0.03125,0,27.0,0,0,0,1,0,2,0,0,1,0,0
Female,45,No,No,No,Yes,1,Laguna Niguel,No,0,1,Offer E,Yes,32.95,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,24.0,24.0,0.0,0,32.95,56.95,4,No,62103,56.95,-32.95,0.0,0,1,1,0,0,0,0,1,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,1
Male,61,No,No,No,Yes,1,Seeley,No,0,23,No Offer,No,0.0,No,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.65,947.4,0.0,0,0.0,947.4,3,No,1632,41.19130434782608,-0.5413043478260846,0.0,0,0,4,0,3,3,0,4,0.0,0,19.0,1,23,0,0,4,1,0,0,0,0,0
Male,73,No,Yes,Yes,No,0,Stockton,Yes,8,14,No Offer,Yes,45.76,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,228.65,0.0,0,640.64,869.29,5,No,16357,62.09214285714285,-42.442142857142855,0.0,0,1,0,0,0,0,0,0,0.5714285714285714,0,0.0,1,14,0,0,0,1,1,0,0,0,2
Female,25,Yes,No,No,No,0,Yucaipa,No,0,56,Offer B,Yes,24.77,Yes,Yes,Fiber Optic,51,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,106.6,5893.95,0.0,0,1387.12,7281.07,4,No,41575,130.01910714285714,-23.419107142857143,0.0,0,1,7,3,2,2,0,7,0.0,1,153.0,0,0,0,1,0,3,0,0,0,0,1
Female,31,No,No,No,No,0,Escondido,No,0,10,Offer D,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,0.0,0,0.0,449.3,5,No,48690,44.93,-4.229999999999997,0.0,0,0,4,0,3,3,0,4,0.0,0,24.0,0,0,1,0,0,0,0,0,0,0,2
Male,53,No,No,Yes,No,0,Tulare,Yes,1,1,No Offer,Yes,35.15,No,Yes,Fiber Optic,14,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.2,76.2,0.0,50,35.15,161.35,3,Yes,56101,161.35,-85.14999999999999,0.0,0,2,1,0,1,1,0,1,1.0,0,42.0,0,0,1,0,0,0,0,0,0,1,0
Male,53,No,No,No,No,0,Pittsburg,No,0,3,No Offer,Yes,43.72,Yes,Yes,Fiber Optic,21,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,91.85,257.05,0.0,0,131.16,388.21000000000004,1,Yes,78816,129.40333333333334,-37.55333333333334,0.0,0,1,5,2,1,1,0,5,0.0,0,63.0,0,0,1,0,0,0,0,0,0,0,0
Male,53,No,No,No,No,0,Oakhurst,No,0,1,No Offer,No,0.0,No,Yes,DSL,9,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.25,35.25,0.0,0,0.0,35.25,2,Yes,8521,35.25,0.0,0.0,0,0,3,2,0,0,0,3,0.0,0,9.0,0,0,1,0,0,0,0,0,1,0,0
Male,55,No,No,No,Yes,3,San Fernando,No,0,13,Offer D,Yes,31.93,No,Yes,Fiber Optic,22,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,1033.95,0.0,150,415.09,1599.04,3,No,33389,123.00307692307692,-44.70307692307692,0.0,0,2,1,1,0,0,0,1,0.0,0,66.0,0,0,0,0,0,1,0,0,0,0,0
Female,63,No,No,Yes,No,0,San Diego,Yes,1,30,No Offer,Yes,7.01,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.1,2804.45,0.0,0,210.29999999999998,3014.75,3,Yes,28201,100.49166666666666,-6.391666666666666,0.0,0,1,5,1,2,2,0,5,0.03333333333333333,0,72.0,0,0,0,1,0,2,0,0,0,0,0
Male,27,Yes,No,Yes,No,0,San Carlos,Yes,1,50,Offer B,Yes,17.58,Yes,Yes,Fiber Optic,47,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.4,4914.9,0.0,0,878.9999999999999,5793.9,4,No,28098,115.87799999999999,-21.47799999999998,0.0,0,1,6,2,2,2,0,6,0.02,1,141.0,0,0,0,1,0,3,0,0,0,0,1
Female,48,No,No,Yes,Yes,1,Laguna Hills,Yes,4,12,No Offer,No,0.0,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,30.25,368.85,0.0,0,0.0,368.85,4,No,48273,30.7375,-0.4875000000000007,0.0,0,0,2,0,1,1,0,2,0.3333333333333333,0,22.0,1,12,0,0,2,0,0,1,0,0,1
Female,78,No,Yes,No,No,0,Stevenson Ranch,No,0,11,No Offer,Yes,4.1,Yes,Yes,Fiber Optic,5,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.8,906.85,0.0,0,45.099999999999994,951.95,2,Yes,9937,86.5409090909091,-1.7409090909090992,0.0,0,1,3,1,0,0,0,3,0.0,0,15.0,0,0,1,0,0,0,1,0,0,0,0
Male,55,No,No,No,No,0,Pasadena,No,0,8,Offer E,No,0.0,No,Yes,Cable,4,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0.0,0,0.0,226.45,1,Yes,38460,28.30625,2.1437500000000007,0.0,0,0,1,0,1,1,0,1,0.0,0,8.0,0,0,1,0,0,0,0,0,1,0,0
Male,40,No,No,No,No,0,Weldon,No,0,24,No Offer,Yes,47.51,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,487.05,0.0,0,1140.24,1627.29,3,No,1935,67.80375,-47.053749999999994,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,2,48,0,0,0,1,0,0,0,0,0
Female,24,Yes,No,Yes,No,0,Gualala,Yes,7,72,Offer A,Yes,20.54,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.1,6155.4,0.0,0,1478.8799999999999,7634.28,4,No,1916,106.03166666666667,-20.931666666666672,0.0,0,1,8,3,4,4,1,8,0.09722222222222222,1,82.0,2,144,0,0,16,3,0,0,0,0,1
Female,65,No,Yes,Yes,Yes,2,Sacramento,Yes,2,70,No Offer,Yes,9.4,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107.9,7475.85,0.0,20,658.0,8153.85,3,No,31422,116.48357142857144,-8.583571428571432,0.0,0,2,7,3,3,3,1,7,0.02857142857142857,0,51.0,1,70,0,0,7,3,0,1,1,0,0
Female,54,No,No,No,No,0,San Diego,No,0,1,No Offer,Yes,8.56,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,8.56,29.060000000000002,5,No,34902,29.060000000000002,-8.560000000000002,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,2
Female,59,No,No,Yes,No,0,Shandon,Yes,4,72,No Offer,Yes,6.23,Yes,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,80.45,5737.6,0.0,130,448.56000000000006,6316.160000000001,4,No,1255,87.72444444444446,-7.274444444444455,0.0,0,2,2,0,1,1,0,2,0.05555555555555555,0,81.0,2,144,0,0,4,3,0,0,0,0,1
Male,58,No,No,Yes,Yes,3,Bodega,Yes,6,8,Offer E,Yes,26.17,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,169.75,0.0,0,209.36,379.11,4,No,584,47.38875,-27.738750000000003,0.0,0,1,0,0,0,0,0,0,0.75,0,0.0,0,0,1,0,0,0,0,1,0,0,1
Female,73,No,Yes,No,No,0,Calexico,No,0,2,Offer E,Yes,23.91,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,0.0,0,47.82,137.12,3,No,27804,68.56,-24.260000000000005,0.0,0,1,1,0,0,0,0,1,0.0,0,44.0,1,2,0,0,1,0,1,0,1,0,0
Male,37,No,No,No,No,0,Stratford,No,0,3,No Offer,Yes,38.05,No,Yes,DSL,7,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.4,195.65,0.0,0,114.14999999999999,309.8,4,No,1729,103.26666666666667,-38.86666666666666,0.0,0,1,4,1,2,2,0,4,0.0,0,7.0,0,0,1,0,0,0,0,0,0,1,1
Female,69,No,Yes,Yes,No,0,Sacramento,Yes,1,51,No Offer,Yes,17.87,Yes,Yes,Fiber Optic,9,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.5,3807.35,0.0,0,911.37,4718.72,1,Yes,11396,92.52392156862746,-15.023921568627458,0.0,0,1,3,0,1,1,0,3,0.0196078431372549,0,27.0,0,0,0,1,0,3,1,0,1,0,0
Male,54,No,No,No,No,0,Winters,No,0,10,Offer D,Yes,17.07,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.7,788.8,38.42,50,170.7,971.0799999999999,1,Yes,8406,97.10799999999999,-16.407999999999987,0.03956419656464967,1,3,2,0,1,1,0,2,0.0,0,9.0,0,0,1,0,0,0,0,0,1,0,0
Female,74,No,Yes,No,No,0,Los Angeles,No,0,3,No Offer,Yes,46.65,No,Yes,Fiber Optic,25,No,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,73.85,196.4,0.0,0,139.95,336.35,4,No,47534,112.11666666666667,-38.26666666666668,0.0,0,1,2,0,1,1,0,2,0.0,0,75.0,2,6,0,0,4,0,1,0,0,0,1
Female,51,No,No,No,No,0,San Diego,No,0,15,Offer D,Yes,47.57,Yes,Yes,DSL,26,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,994.55,0.0,0,713.55,1708.1,1,Yes,28201,113.87333333333332,-49.223333333333315,0.0,0,1,5,2,1,1,0,5,0.0,0,26.0,0,0,0,0,0,1,0,0,1,0,0
Female,74,No,Yes,No,No,0,Auburn,No,0,26,No Offer,Yes,47.63,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.0,2497.2,0.0,60,1238.38,3795.58,1,Yes,18197,145.98384615384614,-50.983846153846144,0.0,0,2,4,1,2,2,0,4,0.0,0,78.0,0,0,0,1,0,2,1,0,1,0,0
Female,32,No,No,No,No,0,Willits,No,0,56,Offer B,Yes,30.86,No,Yes,DSL,22,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,60.25,3282.75,0.0,0,1728.1599999999999,5010.91,4,No,13472,89.48053571428571,-29.230535714285708,0.0,0,1,4,0,3,3,1,4,0.0,0,22.0,1,56,0,0,4,3,0,0,0,0,1
Male,24,Yes,No,No,No,0,Campo,No,0,35,No Offer,Yes,38.38,No,Yes,DSL,82,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,61.2,2021.2,0.0,0,1343.3000000000002,3364.5,3,No,3133,96.12857142857143,-34.92857142857143,0.0,0,1,4,0,3,3,0,4,0.0,1,82.0,1,35,0,0,4,2,0,0,0,0,0
Female,39,No,No,Yes,Yes,2,Douglas City,Yes,5,64,Offer B,Yes,26.7,No,Yes,Cable,17,Yes,No,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,65.8,4068.0,27.79,20,1708.8,5769.01,3,No,960,90.14078125,-24.340781250000006,0.004817117668369442,1,3,3,1,2,2,0,3,0.078125,0,34.0,1,64,0,0,3,3,0,1,0,0,0
Female,28,Yes,No,No,No,0,Sacramento,No,0,15,No Offer,Yes,6.56,No,Yes,DSL,52,No,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card,56.15,931.9,35.23,0,98.39999999999999,995.0699999999999,4,No,15975,66.338,-10.187999999999995,0.03540454440391128,1,2,2,1,0,0,0,2,0.0,1,52.0,1,15,0,0,2,1,0,0,0,0,1
Female,21,Yes,No,No,No,0,Fallbrook,No,0,57,No Offer,Yes,36.14,No,Yes,Cable,48,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,69.75,3894.4,0.0,0,2059.98,5954.38,3,No,42239,104.46280701754387,-34.71280701754387,0.0,0,1,6,2,3,3,1,6,0.0,1,96.0,2,114,0,0,12,3,0,0,0,0,0
Male,64,No,No,Yes,No,0,Bodega Bay,Yes,6,52,Offer B,Yes,41.34,Yes,Yes,Cable,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,0.0,0,2149.6800000000003,6504.13,4,No,1785,125.07942307692308,-43.67942307692307,0.0,0,1,8,2,4,4,1,8,0.11538461538461539,0,48.0,1,52,0,0,8,3,0,0,0,0,1
Female,53,No,No,No,No,0,Comptche,No,0,2,No Offer,No,0.0,No,Yes,DSL,18,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0.0,0,0.0,59.05,2,Yes,371,29.525,1.375,0.0,0,0,2,0,1,1,0,2,0.0,0,18.0,0,0,1,0,0,0,0,0,1,0,0
Female,25,Yes,No,Yes,No,0,Tahoma,Yes,4,42,No Offer,Yes,9.84,Yes,Yes,DSL,52,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.35,3571.6,0.0,0,413.28,3984.88,4,No,1291,94.87809523809524,-10.528095238095247,0.0,0,1,8,3,3,3,1,8,0.09523809523809523,1,52.0,2,84,0,0,16,2,0,0,0,0,1
Female,26,Yes,No,No,No,0,Cotati,No,0,1,No Offer,Yes,35.25,No,Yes,Fiber Optic,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0.0,0,35.25,110.15,1,Yes,7936,110.15,-35.25,0.0,0,1,2,0,1,1,0,2,0.0,1,90.0,0,0,1,0,0,0,0,0,1,1,0
